"","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"4853","ENSMUSG00000026827",-0.00862764728047012,6.37702430398792,-0.0803124221115049,0.937055432540583,0.992335945181223,-6.40856876464137,"Gpd2"
"4977","ENSMUSG00000027132",-0.0159551602391022,4.30722266439178,-0.0777375520006282,0.939069073239184,0.992335945181223,-6.2280868774473,"Katnbl1"
"5023","ENSMUSG00000027239",0.0105205261939157,4.91747440754422,0.0815096816724092,0.936119283044101,0.992335945181223,-6.34044635580257,"Mdk"
"5137","ENSMUSG00000027452",-0.0115681170142177,4.59651390190284,-0.0803104584182854,0.937056968051648,0.992335945181223,-6.29501803819325,"Acss1"
"5226","ENSMUSG00000027646",0.00946885703083649,6.39551656206072,0.0791328075590805,0.937977879127083,0.992335945181223,-6.41349447017835,"Src"
"5335","ENSMUSG00000027895",0.0122806360543589,5.1141735883771,0.0828406747979093,0.935078680327116,0.992335945181223,-6.34819548315097,"Kcnc4"
"5484","ENSMUSG00000028187",0.0139347658681193,4.14901788163211,0.0789606081412313,0.93811254503534,0.992335945181223,-6.21563757709372,"Rpf1"
"5515","ENSMUSG00000028256",0.0143707625444636,3.37951277700682,0.083786580097969,0.934339222878459,0.992335945181223,-6.12373191949046,"Odf2l"
"5531","ENSMUSG00000028293",-0.0107805324504794,4.89737709886925,-0.0805373990273772,0.936879513420664,0.992335945181223,-6.30644194096662,"Slc35a1"
"6036","ENSMUSG00000029221",0.00759330299081562,7.04596960535039,0.0810842414859513,0.936451927991722,0.992335945181223,-6.41788163382509,"Slc30a9"
"6062","ENSMUSG00000029291",-0.00964630060287841,8.23916599573419,-0.0889201077635128,0.930327217428884,0.992335945181223,-6.41143952740181,"Rufy3"
"6143","ENSMUSG00000029461",0.0071629428058416,7.98390748682818,0.0889823883177011,0.930278555074625,0.992335945181223,-6.41190780168636,"Fam168a"
"6224","ENSMUSG00000029623",0.0108931760672995,7.1346199913651,0.0857091727264701,0.932836437615958,0.992335945181223,-6.41882824390331,"Pdap1"
"6246","ENSMUSG00000029660",-0.0224585895602329,-0.518461916498327,-0.0865037893499195,0.932215406150733,0.992335945181223,-5.42185829282144,"Tex26"
"6434","ENSMUSG00000030180",0.00895211872696353,5.30206959891237,0.0801162768159637,0.937208809743941,0.992335945181223,-6.35118381100432,"Kdm5a"
"6450","ENSMUSG00000030224",0.0120238178276513,7.12134495667307,0.0880771113565072,0.93098591332482,0.992335945181223,-6.41699689337522,"Strap"
"6483","ENSMUSG00000030286",0.00811942244547836,6.34060249382558,0.0889441710322685,0.930308415774876,0.992335945181223,-6.40345341198504,"Emc3"
"6498","ENSMUSG00000030316",0.00979800334655073,3.46176457996834,0.0809211559252935,0.936579445258545,0.992335945181223,-6.14200480884034,"Tamm41"
"6618","ENSMUSG00000030619",-0.0126944795492759,3.94921642035007,-0.0831758727704267,0.934816633630911,0.992335945181223,-6.19831974035254,"Eed"
"6726","ENSMUSG00000030838",-0.0252062089071204,-0.781590691326065,-0.0789284287063985,0.938137710684494,0.992335945181223,-5.33071208121619,"Ush1c"
"6928","ENSMUSG00000031367",-0.0108154329782662,6.11125437654271,-0.0796286850216634,0.937590096725836,0.992335945181223,-6.39046139664383,"Ap1s2"
"7176","ENSMUSG00000031860",0.0163069949384362,2.87325526828174,0.0851458980988563,0.933276691426474,0.992335945181223,-6.07047164415516,"Pbx4"
"7482","ENSMUSG00000032443",0.0274159438090792,-0.356899129825774,0.0828896339516348,0.935040405194185,0.992335945181223,-5.41125899601761,"Zcwpw2"
"7514","ENSMUSG00000032508",-0.0145973230725388,1.98014598624205,-0.083218612799786,0.934783221447995,0.992335945181223,-5.92025842510537,"Myd88"
"7563","ENSMUSG00000032589",0.0134061513292556,6.94365026253454,0.0835768682531621,0.934503158854438,0.992335945181223,-6.41902829701871,"Bsn"
